size_key,pdb_id,ligand_chains,receptor_chains,subgroup,pdb_path,ligand_modeled_residues,receptor_modeled_residues,ligand_seq_len,receptor_seq_len,rcsb_status,status
"3BDY|H,L|V",3BDY,"H,L",V,OTHER,src\bridging\generatedData\pdb_cache\3BDY.pdb,433.0,95.0,,,skipped,ok
"3BE1|H,L|A",3BE1,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\3BE1.pdb,429.0,583.0,,,skipped,ok
3BIW|A|E,3BIW,A,E,OTHER,src\bridging\generatedData\pdb_cache\3BIW.pdb,533.0,177.0,,,skipped,ok
3BK3|A|C,3BK3,A,C,OTHER,src\bridging\generatedData\pdb_cache\3BK3.pdb,104.0,67.0,,,skipped,ok
"3BN9|B|C,D",3BN9,B,"C,D",OTHER,src\bridging\generatedData\pdb_cache\3BN9.pdb,241.0,421.0,,,skipped,ok
3BP8|A|C,3BP8,A,C,OTHER,src\bridging\generatedData\pdb_cache\3BP8.pdb,381.0,75.0,,,skipped,ok
3BT1|A|U,3BT1,A,U,OTHER,src\bridging\generatedData\pdb_cache\3BT1.pdb,125.0,273.0,,,skipped,ok
3BTD|E|I,3BTD,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTD.pdb,222.0,56.0,,,skipped,ok
3BTE|E|I,3BTE,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTE.pdb,221.0,56.0,,,skipped,ok
3BTF|E|I,3BTF,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTF.pdb,223.0,56.0,,,skipped,ok
3BTG|E|I,3BTG,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTG.pdb,222.0,56.0,,,skipped,ok
3BTH|E|I,3BTH,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTH.pdb,221.0,56.0,,,skipped,ok
3BTM|E|I,3BTM,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTM.pdb,222.0,56.0,,,skipped,ok
3BTQ|E|I,3BTQ,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTQ.pdb,222.0,56.0,,,skipped,ok
3BTT|E|I,3BTT,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTT.pdb,222.0,56.0,,,skipped,ok
3BTW|E|I,3BTW,E,I,OTHER,src\bridging\generatedData\pdb_cache\3BTW.pdb,221.0,56.0,,,skipped,ok
3BX1|A|C,3BX1,A,C,OTHER,src\bridging\generatedData\pdb_cache\3BX1.pdb,269.0,181.0,,,skipped,ok
"3C60|C,D|A,B",3C60,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\3C60.pdb,383.0,435.0,,,skipped,ok
"3D3V|A,B,C|D,E",3D3V,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3D3V.pdb,383.0,445.0,,,skipped,ok
3D5R|A|C,3D5R,A,C,OTHER,src\bridging\generatedData\pdb_cache\3D5R.pdb,297.0,65.0,,,skipped,ok
3D5S|A|C,3D5S,A,C,OTHER,src\bridging\generatedData\pdb_cache\3D5S.pdb,297.0,65.0,,,skipped,ok
3EG5|A|B,3EG5,A,B,OTHER,src\bridging\generatedData\pdb_cache\3EG5.pdb,178.0,337.0,,,skipped,ok
3EQS|A|B,3EQS,A,B,OTHER,src\bridging\generatedData\pdb_cache\3EQS.pdb,84.0,11.0,,,skipped,ok
3EQY|A|C,3EQY,A,C,OTHER,src\bridging\generatedData\pdb_cache\3EQY.pdb,84.0,12.0,,,skipped,ok
3F1S|A|B,3F1S,A,B,OTHER,src\bridging\generatedData\pdb_cache\3F1S.pdb,385.0,259.0,,,skipped,ok
"3G6D|H,L|A",3G6D,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\3G6D.pdb,433.0,106.0,,,skipped,ok
"3H9S|A,B,C|D,E",3H9S,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3H9S.pdb,384.0,445.0,,,skipped,ok
"3HFM|H,L|Y",3HFM,"H,L",Y,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,,,skipped,ok
"3HG1|A,B,C|D,E",3HG1,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3HG1.pdb,386.0,438.0,,,skipped,ok
"3HH2|A,B|C",3HH2,"A,B",C,OTHER,src\bridging\generatedData\pdb_cache\3HH2.pdb,218.0,278.0,,,skipped,ok
"3IDX|H,L|G",3IDX,"H,L",G,OTHER,src\bridging\generatedData\pdb_cache\3IDX.pdb,443.0,306.0,,,skipped,ok
3KBH|A|E,3KBH,A,E,OTHER,src\bridging\generatedData\pdb_cache\3KBH.pdb,593.0,110.0,,,skipped,ok
3KUD|A|B,3KUD,A,B,OTHER,src\bridging\generatedData\pdb_cache\3KUD.pdb,165.0,76.0,,,skipped,ok
"3L5X|A|H,L",3L5X,A,"H,L",OTHER,src\bridging\generatedData\pdb_cache\3L5X.pdb,101.0,437.0,,,skipped,ok
3LB6|A|C,3LB6,A,C,OTHER,src\bridging\generatedData\pdb_cache\3LB6.pdb,109.0,250.0,,,skipped,ok
3LNZ|A|B,3LNZ,A,B,OTHER,src\bridging\generatedData\pdb_cache\3LNZ.pdb,85.0,11.0,,,skipped,ok
"3LZF|A,B|H,L",3LZF,"A,B","H,L",OTHER,src\bridging\generatedData\pdb_cache\3LZF.pdb,496.0,428.0,,,skipped,ok
3M62|A|B,3M62,A,B,OTHER,src\bridging\generatedData\pdb_cache\3M62.pdb,955.0,72.0,,,skipped,ok
3M63|A|B,3M63,A,B,OTHER,src\bridging\generatedData\pdb_cache\3M63.pdb,953.0,72.0,,,skipped,ok
3MZG|A|B,3MZG,A,B,OTHER,src\bridging\generatedData\pdb_cache\3MZG.pdb,186.0,206.0,,,skipped,ok
3MZW|A|B,3MZW,A,B,OTHER,src\bridging\generatedData\pdb_cache\3MZW.pdb,569.0,53.0,,,skipped,ok
3N06|A|B,3N06,A,B,OTHER,src\bridging\generatedData\pdb_cache\3N06.pdb,186.0,206.0,,,skipped,ok
3N0P|A|B,3N0P,A,B,OTHER,src\bridging\generatedData\pdb_cache\3N0P.pdb,186.0,206.0,,,skipped,ok
3N4I|A|B,3N4I,A,B,OTHER,src\bridging\generatedData\pdb_cache\3N4I.pdb,265.0,165.0,,,skipped,ok
"3N85|A|H,L",3N85,A,"H,L",OTHER,src\bridging\generatedData\pdb_cache\3N85.pdb,605.0,428.0,,,skipped,ok
3NCB|A|B,3NCB,A,B,OTHER,src\bridging\generatedData\pdb_cache\3NCB.pdb,186.0,206.0,,,skipped,ok
3NCC|A|B,3NCC,A,B,OTHER,src\bridging\generatedData\pdb_cache\3NCC.pdb,186.0,206.0,,,skipped,ok
"3NGB|H,L|G",3NGB,"H,L",G,OTHER,src\bridging\generatedData\pdb_cache\3NGB.pdb,432.0,347.0,,,skipped,ok
"3NPS|A|B,C",3NPS,A,"B,C",OTHER,src\bridging\generatedData\pdb_cache\3NPS.pdb,241.0,437.0,,,skipped,ok
3NVN|B|A,3NVN,B,A,OTHER,src\bridging\generatedData\pdb_cache\3NVN.pdb,474.0,383.0,,,skipped,ok
3NVQ|B|A,3NVQ,B,A,OTHER,src\bridging\generatedData\pdb_cache\3NVQ.pdb,474.0,588.0,,,skipped,ok
"3PWP|A,B,C|D,E",3PWP,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3PWP.pdb,384.0,445.0,,,skipped,ok
3Q3J|A|B,3Q3J,A,B,OTHER,src\bridging\generatedData\pdb_cache\3Q3J.pdb,102.0,175.0,,,skipped,ok
3Q8D|A|E,3Q8D,A,E,OTHER,src\bridging\generatedData\pdb_cache\3Q8D.pdb,231.0,3.0,,,skipped,ok
"3QDG|A,B,C|D,E",3QDG,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QDG.pdb,385.0,441.0,,,skipped,ok
"3QDJ|A,B,C|D,E",3QDJ,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QDJ.pdb,384.0,441.0,,,skipped,ok
"3QFJ|A,B,C|D,E",3QFJ,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QFJ.pdb,384.0,445.0,,,skipped,ok
3QHY|A|B,3QHY,A,B,OTHER,src\bridging\generatedData\pdb_cache\3QHY.pdb,258.0,271.0,,,skipped,ok
"3QIB|A,B,P|C,D",3QIB,"A,B,P","C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QIB.pdb,358.0,436.0,,,skipped,ok
"3R9A|A,C|B",3R9A,"A,C",B,OTHER,src\bridging\generatedData\pdb_cache\3R9A.pdb,774.0,289.0,,,skipped,ok
3RF3|A|C,3RF3,A,C,OTHER,src\bridging\generatedData\pdb_cache\3RF3.pdb,257.0,23.0,,,skipped,ok
3S9D|A|B,3S9D,A,B,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,,,skipped,ok
3SE3|B|A,3SE3,B,A,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,,,skipped,ok
3SE3|B|C,3SE3,B,C,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,183.0,,,skipped,ok
3SE4|B|A,3SE4,B,A,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,,,skipped,ok
3SE4|B|C,3SE4,B,C,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,,,skipped,ok
"3SE8|H,L|G",3SE8,"H,L",G,OTHER,src\bridging\generatedData\pdb_cache\3SE8.pdb,435.0,344.0,,,skipped,ok
"3SE9|H,L|G",3SE9,"H,L",G,OTHER,src\bridging\generatedData\pdb_cache\3SE9.pdb,433.0,344.0,,,skipped,ok
3SEK|B|C,3SEK,B,C,OTHER,src\bridging\generatedData\pdb_cache\3SEK.pdb,109.0,201.0,,,skipped,ok
3SF4|A|D,3SF4,A,D,OTHER,src\bridging\generatedData\pdb_cache\3SF4.pdb,355.0,45.0,,,skipped,ok
3SGB|E|I,3SGB,E,I,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,,,skipped,ok
"3SZK|A,B|C",3SZK,"A,B",C,OTHER,src\bridging\generatedData\pdb_cache\3SZK.pdb,282.0,144.0,,,skipped,ok
3TGK|E|I,3TGK,E,I,OTHER,src\bridging\generatedData\pdb_cache\3TGK.pdb,217.0,56.0,,,skipped,ok
3U82|A|B,3U82,A,B,OTHER,src\bridging\generatedData\pdb_cache\3U82.pdb,231.0,300.0,,,skipped,ok
3UIG|A|P,3UIG,A,P,OTHER,src\bridging\generatedData\pdb_cache\3UIG.pdb,135.0,4.0,,,skipped,ok
3UIH|A|P,3UIH,A,P,OTHER,src\bridging\generatedData\pdb_cache\3UIH.pdb,136.0,4.0,,,skipped,ok
3UII|A|P,3UII,A,P,OTHER,src\bridging\generatedData\pdb_cache\3UII.pdb,135.0,4.0,,,skipped,ok
"3VR6|A,B,C,D,E,F|G,H",3VR6,"A,B,C,D,E,F","G,H",OTHER,src\bridging\generatedData\pdb_cache\3VR6.pdb,3119.0,278.0,,,skipped,ok
"3W2D|A|H,L",3W2D,A,"H,L",OTHER,src\bridging\generatedData\pdb_cache\3W2D.pdb,225.0,438.0,,,skipped,ok
3WWN|A|B,3WWN,A,B,OTHER,src\bridging\generatedData\pdb_cache\3WWN.pdb,263.0,54.0,,,skipped,ok
"4B0M|A|B,M",4B0M,A,"B,M",OTHER,src\bridging\generatedData\pdb_cache\4B0M.pdb,131.0,347.0,,,skipped,ok
4BFI|A|B,4BFI,A,B,OTHER,src\bridging\generatedData\pdb_cache\4BFI.pdb,191.0,202.0,,,skipped,ok
4CPA|A|I,4CPA,A,I,OTHER,src\bridging\generatedData\pdb_cache\4CPA.pdb,307.0,37.0,,,skipped,ok
4CVW|A|C,4CVW,A,C,OTHER,src\bridging\generatedData\pdb_cache\4CVW.pdb,874.0,101.0,,,skipped,ok
"4E6K|A,B|G",4E6K,"A,B",G,OTHER,src\bridging\generatedData\pdb_cache\4E6K.pdb,314.0,57.0,,,skipped,ok
4EKD|A|B,4EKD,A,B,OTHER,src\bridging\generatedData\pdb_cache\4EKD.pdb,318.0,132.0,,,skipped,ok
"4FTV|A,B,C|D,E",4FTV,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4FTV.pdb,384.0,445.0,,,skipped,ok
4FZA|A|B,4FZA,A,B,OTHER,src\bridging\generatedData\pdb_cache\4FZA.pdb,324.0,281.0,,,skipped,ok
4G0N|A|B,4G0N,A,B,OTHER,src\bridging\generatedData\pdb_cache\4G0N.pdb,164.0,78.0,,,skipped,ok
4G2V|A|B,4G2V,A,B,OTHER,src\bridging\generatedData\pdb_cache\4G2V.pdb,321.0,17.0,,,skipped,ok
4GNK|A|B,4GNK,A,B,OTHER,src\bridging\generatedData\pdb_cache\4GNK.pdb,337.0,769.0,,,skipped,ok
4GU0|A|E,4GU0,A,E,OTHER,src\bridging\generatedData\pdb_cache\4GU0.pdb,748.0,26.0,,,skipped,ok
"4GXU|A,B,C,D,E,F|M,N",4GXU,"A,B,C,D,E,F","M,N",OTHER,src\bridging\generatedData\pdb_cache\4GXU.pdb,1488.0,440.0,,,skipped,ok
"4HFK|A|B,D",4HFK,A,"B,D",OTHER,src\bridging\generatedData\pdb_cache\4HFK.pdb,160.0,195.0,,,skipped,ok
4HRN|A|D,4HRN,A,D,OTHER,src\bridging\generatedData\pdb_cache\4HRN.pdb,121.0,70.0,,,skipped,ok
"4HSA|A,B|C",4HSA,"A,B",C,OTHER,src\bridging\generatedData\pdb_cache\4HSA.pdb,213.0,272.0,,,skipped,ok
"4I77|H,L|Z",4I77,"H,L",Z,OTHER,src\bridging\generatedData\pdb_cache\4I77.pdb,437.0,97.0,,,skipped,ok
"4J2L|A|C,D",4J2L,A,"C,D",OTHER,src\bridging\generatedData\pdb_cache\4J2L.pdb,121.0,50.0,,,skipped,ok
4JEU|A|B,4JEU,A,B,OTHER,src\bridging\generatedData\pdb_cache\4JEU.pdb,558.0,225.0,,,skipped,ok
"4JFD|A,B,C|D,E",4JFD,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4JFD.pdb,386.0,441.0,,,skipped,ok
"4JFE|A,B,C|D,E",4JFE,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4JFE.pdb,386.0,442.0,,,skipped,ok
"4JFF|A,B,C|D,E",4JFF,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4JFF.pdb,386.0,442.0,,,skipped,ok
"4JGH|A,B,C|D",4JGH,"A,B,C",D,OTHER,src\bridging\generatedData\pdb_cache\4JGH.pdb,363.0,368.0,,,skipped,ok
"4JPK|H,L|A",4JPK,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\4JPK.pdb,429.0,169.0,,,skipped,ok
"4K71|A|B,C",4K71,A,"B,C",OTHER,src\bridging\generatedData\pdb_cache\4K71.pdb,583.0,363.0,,,skipped,ok
4KRL|A|B,4KRL,A,B,OTHER,src\bridging\generatedData\pdb_cache\4KRL.pdb,205.0,122.0,,,skipped,ok
4KRO|A|B,4KRO,A,B,OTHER,src\bridging\generatedData\pdb_cache\4KRO.pdb,570.0,116.0,,,skipped,ok
4KRP|A|B,4KRP,A,B,OTHER,src\bridging\generatedData\pdb_cache\4KRP.pdb,534.0,116.0,,,skipped,ok
4L0P|A|B,4L0P,A,B,OTHER,src\bridging\generatedData\pdb_cache\4L0P.pdb,175.0,139.0,,,skipped,ok
"4L3E|A,B,C|D,E",4L3E,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4L3E.pdb,385.0,441.0,,,skipped,ok
"4LRX|A,B|C,D",4LRX,"A,B","C,D",OTHER,src\bridging\generatedData\pdb_cache\4LRX.pdb,712.0,590.0,,,skipped,ok
"4MNQ|A,B,C|D,E",4MNQ,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4MNQ.pdb,385.0,440.0,,,skipped,ok
4MYW|A|B,4MYW,A,B,OTHER,src\bridging\generatedData\pdb_cache\4MYW.pdb,232.0,303.0,,,skipped,ok
"4N8V|G|A,B,C",4N8V,G,"A,B,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\4N8V.pdb,190.0,383.0,,,skipped,ok
"4NKQ|C|A,B",4NKQ,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4NKQ.pdb,105.0,603.0,,,skipped,ok
"4NM8|A,B,C,D,E,F|H,L",4NM8,"A,B,C,D,E,F","H,L",OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,,,skipped,ok
4NZW|A|B,4NZW,A,B,OTHER,src\bridging\generatedData\pdb_cache\4NZW.pdb,309.0,266.0,,,skipped,ok
4O27|A|B,4O27,A,B,OTHER,src\bridging\generatedData\pdb_cache\4O27.pdb,325.0,281.0,,,skipped,ok
4OFY|A|D,4OFY,A,D,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,,,skipped,ok
"4OZG|A,B,J|G,H",4OZG,"A,B,J","G,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,374.0,434.0,,,skipped,ok
"4P23|C,D|A,B",4P23,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P23.pdb,379.0,438.0,,,skipped,ok
"4P5T|C,D|A,B",4P5T,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P5T.pdb,378.0,435.0,,,skipped,ok
"4PWX|A,B|C,D",4PWX,"A,B","C,D",OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,,,skipped,ok
4RA0|A|C,4RA0,A,C,OTHER,src\bridging\generatedData\pdb_cache\4RA0.pdb,386.0,191.0,,,skipped,ok
4RS1|A|B,4RS1,A,B,OTHER,src\bridging\generatedData\pdb_cache\4RS1.pdb,105.0,267.0,,,skipped,ok
"4U6H|A,B|E",4U6H,"A,B",E,OTHER,src\bridging\generatedData\pdb_cache\4U6H.pdb,434.0,166.0,,,skipped,ok
4UYP|A|D,4UYP,A,D,OTHER,src\bridging\generatedData\pdb_cache\4UYP.pdb,144.0,73.0,,,skipped,ok
4UYQ|A|B,4UYQ,A,B,OTHER,src\bridging\generatedData\pdb_cache\4UYQ.pdb,143.0,73.0,,,skipped,ok
4WND|A|B,4WND,A,B,OTHER,src\bridging\generatedData\pdb_cache\4WND.pdb,329.0,26.0,,,skipped,ok
"4X4M|A,B|E",4X4M,"A,B",E,OTHER,src\bridging\generatedData\pdb_cache\4X4M.pdb,434.0,259.0,,,skipped,ok
4Y61|A|B,4Y61,A,B,OTHER,src\bridging\generatedData\pdb_cache\4Y61.pdb,391.0,235.0,,,skipped,ok
4YEB|A|B,4YEB,A,B,OTHER,src\bridging\generatedData\pdb_cache\4YEB.pdb,267.0,321.0,,,skipped,ok
4YFD|A|B,4YFD,A,B,OTHER,src\bridging\generatedData\pdb_cache\4YFD.pdb,491.0,322.0,,,skipped,ok
4YH7|A|B,4YH7,A,B,OTHER,src\bridging\generatedData\pdb_cache\4YH7.pdb,585.0,324.0,,,skipped,ok
"4ZS6|H,L|A",4ZS6,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\4ZS6.pdb,431.0,207.0,,,skipped,ok
"5C6T|H,L|A",5C6T,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\5C6T.pdb,217.0,566.0,,,skipped,ok
5CXB|A|B,5CXB,A,B,OTHER,src\bridging\generatedData\pdb_cache\5CXB.pdb,465.0,352.0,,,skipped,ok
5CYK|A|B,5CYK,A,B,OTHER,src\bridging\generatedData\pdb_cache\5CYK.pdb,454.0,350.0,,,skipped,ok
"5DWU|H,L|A,B",5DWU,"H,L","A,B",OTHER,src\bridging\generatedData\pdb_cache\5DWU.pdb,406.0,342.0,,,skipped,ok
5E6P|A|B,5E6P,A,B,OTHER,src\bridging\generatedData\pdb_cache\5E6P.pdb,504.0,75.0,,,skipped,ok
"5E9D|A,B,C|D,E",5E9D,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\5E9D.pdb,374.0,225.0,,,skipped,ok
5F4E|A|B,5F4E,A,B,OTHER,src\bridging\generatedData\pdb_cache\5F4E.pdb,233.0,209.0,,,skipped,ok
5K39|A|B,5K39,A,B,OTHER,src\bridging\generatedData\pdb_cache\5K39.pdb,167.0,153.0,,,skipped,ok
5M2O|A|B,5M2O,A,B,OTHER,src\bridging\generatedData\pdb_cache\5M2O.pdb,137.0,74.0,,,skipped,ok
5TAR|A|B,5TAR,A,B,OTHER,src\bridging\generatedData\pdb_cache\5TAR.pdb,184.0,148.0,,,skipped,ok
5UFE|A|B,5UFE,A,B,OTHER,src\bridging\generatedData\pdb_cache\5UFE.pdb,166.0,54.0,,,skipped,ok
5UFQ|A|C,5UFQ,A,C,OTHER,src\bridging\generatedData\pdb_cache\5UFQ.pdb,166.0,56.0,,,skipped,ok
5XCO|A|B,5XCO,A,B,OTHER,src\bridging\generatedData\pdb_cache\5XCO.pdb,170.0,19.0,,,skipped,ok
"1QRN|A,B,C|D,E",1QRN,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\1QRN.pdb,383.0,443.0,,,skipped,ok
"1QSF|A,B,C|D,E",1QSF,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\1QSF.pdb,383.0,443.0,,,skipped,ok
6FE4|F|A,6FE4,F,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6FE4.pdb,117.0,72.0,,,skipped,ok
"5W08|K,L|C",5W08,"K,L",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5W08.pdb,446.0,272.0,,,skipped,ok
"2NY3|C,D|A",2NY3,"C,D",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2NY3.pdb,437.0,305.0,,,skipped,ok
6H7O|D|B,6H7O,D,B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6H7O.pdb,121.0,280.0,,,skipped,ok
"4YPG|H,L|D",4YPG,"H,L",D,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4YPG.pdb,434.0,161.0,,,skipped,ok
5TOJ|E|B,5TOJ,E,B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5TOJ.pdb,123.0,485.0,,,skipped,ok
"2VXS|J,N|D",2VXS,"J,N",D,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2VXS.pdb,424.0,77.0,,,skipped,ok
"2OQJ|D,E|F",2OQJ,"D,E",F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2OQJ.pdb,435.0,20.0,,,skipped,ok
"4FQR|a,b|A",4FQR,"a,b",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4FQR.pdb,,,,,,missing_pdb
5Y7Z|D|B,5Y7Z,D,B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5Y7Z.pdb,124.0,312.0,,,skipped,ok
"2NY0|C,D|A",2NY0,"C,D",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2NY0.pdb,436.0,306.0,,,skipped,ok
"4F9P|D,d|B",4F9P,"D,d",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4F9P.pdb,224.0,208.0,,,skipped,ok
"4J8R|A,B|I",4J8R,"A,B",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4J8R.pdb,429.0,9.0,,,skipped,ok
"5ZIA|G,L|R",5ZIA,"G,L",R,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5ZIA.pdb,437.0,8.0,,,skipped,ok
"2R56|I,M|B",2R56,"I,M",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2R56.pdb,432.0,159.0,,,skipped,ok
1G6V|K|A,1G6V,K,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\1G6V.pdb,126.0,256.0,,,skipped,ok
"2QHR|H,L|P",2QHR,"H,L",P,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2QHR.pdb,440.0,11.0,,,skipped,ok
5NQW|C|B,5NQW,C,B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5NQW.pdb,123.0,212.0,,,skipped,ok
"5MI0|B,C|A",5MI0,"B,C",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5MI0.pdb,438.0,281.0,,,skipped,ok
2P42|D|C,2P42,D,C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2P42.pdb,118.0,124.0,,,skipped,ok
"3HI6|H,L|A",3HI6,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3HI6.pdb,423.0,180.0,,,skipped,ok
"4YPG|A,B|C",4YPG,"A,B",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4YPG.pdb,434.0,159.0,,,skipped,ok
"3Q3G|J,K|L",3Q3G,"J,K",L,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3Q3G.pdb,444.0,189.0,,,skipped,ok
"5DRZ|H,L|P",5DRZ,"H,L",P,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5DRZ.pdb,443.0,15.0,,,skipped,ok
"2VWE|C,E|A",2VWE,"C,E",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2VWE.pdb,433.0,97.0,,,skipped,ok
5M2M|J|I,5M2M,J,I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5M2M.pdb,127.0,150.0,,,skipped,ok
2X89|A|D,2X89,A,D,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2X89.pdb,128.0,92.0,,,skipped,ok
"3DVN|A,B|X,Y",3DVN,"A,B","X,Y",Antibody-Antigen,src\bridging\generatedData\pdb_cache\3DVN.pdb,429.0,151.0,,,skipped,ok
4KRO|B|A,4KRO,B,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4KRO.pdb,116.0,570.0,,,skipped,ok
"5A2I|H,h|P",5A2I,"H,h",P,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5A2I.pdb,224.0,6.0,,,skipped,ok
"3EOB|H,L|I",3EOB,"H,L",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3EOB.pdb,429.0,179.0,,,skipped,ok
"4KXZ|P,Q|D",4KXZ,"P,Q",D,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4KXZ.pdb,430.0,112.0,,,skipped,ok
"1SY6|H,L|A",1SY6,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\1SY6.pdb,432.0,168.0,,,skipped,ok
"5XMH|H,L|A",5XMH,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5XMH.pdb,431.0,208.0,,,skipped,ok
"5TKJ|J,K|L",5TKJ,"J,K",L,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5TKJ.pdb,427.0,8.0,,,skipped,ok
"3ETB|I,i|M",3ETB,"I,i",M,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3ETB.pdb,227.0,144.0,,,skipped,ok
"5DRZ|A,B|Q",5DRZ,"A,B",Q,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5DRZ.pdb,445.0,15.0,,,skipped,ok
"3IFP|E,F|S",3IFP,"E,F",S,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3IFP.pdb,434.0,5.0,,,skipped,ok
"5MYK|A,B|C",5MYK,"A,B",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5MYK.pdb,437.0,5.0,,,skipped,ok
"4XGZ|C,D|c",4XGZ,"C,D",c,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4XGZ.pdb,429.0,16.0,,,skipped,ok
"6BF4|B,C|A",6BF4,"B,C",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6BF4.pdb,444.0,337.0,,,skipped,ok
