pdb,reason
1KTZ,mutant_dropped
1KTZ,mutant_dropped
1KTZ,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
1REW,mutant_dropped
2QJ9,mutant_dropped
1REW,mutant_dropped
2QJ9,mutant_dropped
2QJA,mutant_dropped
2QJA,mutant_dropped
1REW,mutant_dropped
2QJ9,mutant_dropped
2QJA,mutant_dropped
2QJB,mutant_dropped
2QJB,mutant_dropped
2QJB,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
3BK3,mutant_dropped
1XXM,mutant_dropped
1S0W,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1HE8,mutant_dropped
1H9D,mutant_dropped
1H9D,mutant_dropped
1H9D,mutant_dropped
1H9D,mutant_dropped
1H9D,mutant_dropped
1H9D,mutant_dropped
1GRN,mutant_dropped
1GL1,mutant_dropped
1GL1,mutant_dropped
1GL0,mutant_dropped
1GL0,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FFW,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1FC2,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
1EAW,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3BN9,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
3NPS,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
1DQJ,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2W,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
1JTG,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
2G2U,mutant_dropped
3N4I,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
1CBW,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
2FTL,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1A4Y,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1Z7X,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1BP3,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
1A22,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3MZG,mutant_dropped
3N06,mutant_dropped
3N0P,mutant_dropped
3NCB,mutant_dropped
3NCC,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1F47,mutant_dropped
1FCC,mutant_dropped
1FCC,mutant_dropped
1FCC,mutant_dropped
1FCC,mutant_dropped
1FCC,mutant_dropped
1FCC,mutant_dropped
1FCC,mutant_dropped
1FCC,mutant_dropped
1FCC,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1GC1,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1JRH,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
