pdb,reason,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm,temperature_k
2QJB,too_small_partner_len,207.0,85.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2QJB.pdb,207.0,85.0,1.2837913036346436,1.3536063432693481,
2REX,too_small_partner_len,107.0,171.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2REX.pdb,107.0,171.0,1.7594828605651855,1.628794550895691,
2SGP,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2SGP.pdb,185.0,51.0,1.2585309743881226,inf,
2SGQ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2SGQ.pdb,185.0,51.0,1.2595396041870117,inf,
2SIC,too_small_partner_len,275.0,107.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2SIC.pdb,275.0,107.0,1.1112306118011475,1.9757568836212158,
2UWE,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
2VIR,KEEP,431.0,267.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2VIR.pdb,431.0,267.0,1.5321094989776611,1.382243275642395,298.0
2VIS,KEEP,431.0,267.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2VIS.pdb,431.0,267.0,1.5353630781173706,1.3897202014923096,298.0
2VLN,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2VLN.pdb,80.0,134.0,2.008056402206421,1.7535680532455444,
2VLO,too_small_partner_len,90.0,132.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2VLO.pdb,90.0,132.0,1.940269112586975,1.7445399761199951,
2VLP,too_small_partner_len,82.0,134.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2VLP.pdb,82.0,134.0,1.940284013748169,1.7443586587905884,
2VLQ,too_small_partner_len,84.0,134.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2VLQ.pdb,84.0,134.0,1.862679123878479,1.7601045370101929,
2VLR,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
2VN5,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2VN5.pdb,142.0,56.0,1.5077539682388306,inf,
2WPT,too_small_partner_len,82.0,113.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2WPT.pdb,82.0,113.0,1.969638705253601,1.7761104106903076,
3AAA,too_small_partner_len,517.0,117.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3AAA.pdb,517.0,117.0,1.5726873874664307,1.3923653364181519,
3B4V,KEEP,223.0,206.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3B4V.pdb,223.0,206.0,1.0347743034362793,1.006412148475647,298.0
3BDY,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\3BDY.pdb,433.0,95.0,1.3773632049560547,3.0880126953125,
3BE1,KEEP,429.0,583.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3BE1.pdb,429.0,583.0,1.4780935049057007,1.6658636331558228,298.0
3BIW,too_small_partner_len,533.0,177.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3BIW.pdb,533.0,177.0,1.478600025177002,1.8359386920928955,
3BK3,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\3BK3.pdb,104.0,67.0,2.30694580078125,2.728299379348755,
3BN9,KEEP,241.0,421.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3BN9.pdb,241.0,421.0,1.2116042375564575,1.344225287437439,298.0
3BP8,too_small_partner_len,381.0,75.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3BP8.pdb,381.0,75.0,1.420366883277893,1.9767192602157593,
3BT1,too_small_partner_len,125.0,273.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3BT1.pdb,125.0,273.0,1.4121067523956299,1.0679675340652466,
3BTD,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTD.pdb,222.0,56.0,1.2294676303863525,inf,
3BTE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTE.pdb,221.0,56.0,1.2404159307479858,inf,
3BTF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTF.pdb,223.0,56.0,1.2359161376953125,inf,
3BTG,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTG.pdb,222.0,56.0,1.2260805368423462,inf,
3BTH,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTH.pdb,221.0,56.0,1.236682415008545,inf,
3BTM,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTM.pdb,222.0,56.0,1.2365845441818237,inf,
3BTQ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTQ.pdb,222.0,56.0,1.2516764402389526,inf,
3BTT,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTT.pdb,222.0,56.0,1.2217965126037598,inf,
3BTW,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3BTW.pdb,221.0,56.0,1.2387614250183105,inf,
3BX1,too_small_partner_len,269.0,181.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3BX1.pdb,269.0,181.0,1.1908018589019775,1.354994535446167,
3C60,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3D3V,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3D5R,too_small_partner_len,297.0,65.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3D5R.pdb,297.0,65.0,1.481130599975586,1.623302698135376,
3D5S,too_small_partner_len,297.0,65.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3D5S.pdb,297.0,65.0,1.4853779077529907,1.6351492404937744,
3EG5,too_small_partner_len,178.0,337.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3EG5.pdb,178.0,337.0,1.5293089151382446,1.2120001316070557,
3EQS,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3EQS.pdb,84.0,11.0,1.805365800857544,inf,
3EQY,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3EQY.pdb,84.0,12.0,1.6776418685913086,inf,
3F1S,KEEP,385.0,259.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3F1S.pdb,385.0,259.0,1.4113342761993408,1.230150818824768,298.0
3G6D,too_small_partner_len,433.0,106.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3G6D.pdb,433.0,106.0,1.4289038181304932,1.8294165134429932,
3H9S,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HG1,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3HH2,KEEP,218.0,278.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HH2.pdb,218.0,278.0,1.0013045072555542,0.9866982698440552,298.0
3IDX,KEEP,443.0,306.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3IDX.pdb,443.0,306.0,1.5872929096221924,1.4135923385620117,298.0
3KBH,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\3KBH.pdb,593.0,110.0,1.3492151498794556,2.769594430923462,
3KUD,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\3KUD.pdb,165.0,76.0,1.5937732458114624,2.158506155014038,
3L5X,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\3L5X.pdb,101.0,437.0,2.304035186767578,1.6220155954360962,
3LB6,too_small_partner_len,109.0,250.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3LB6.pdb,109.0,250.0,1.4606084823608398,1.414767861366272,
3LNZ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3LNZ.pdb,85.0,11.0,1.78834867477417,inf,
3LZF,KEEP,496.0,428.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3LZF.pdb,496.0,428.0,1.362343192100525,1.2968664169311523,298.0
3M62,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\3M62.pdb,955.0,72.0,1.4085030555725098,2.0137155055999756,
3M63,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\3M63.pdb,953.0,72.0,1.39353609085083,2.0432252883911133,
3MZG,too_small_partner_len,186.0,206.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3MZG.pdb,186.0,206.0,1.2556743621826172,1.442632794380188,
3MZW,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3MZW.pdb,569.0,53.0,1.3609185218811035,inf,
3N06,too_small_partner_len,186.0,206.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3N06.pdb,186.0,206.0,1.248615026473999,1.4515177011489868,
3N0P,too_small_partner_len,186.0,206.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3N0P.pdb,186.0,206.0,1.249328374862671,1.437406063079834,
3N4I,too_small_partner_len,265.0,165.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3N4I.pdb,265.0,165.0,1.1560696363449097,1.1596033573150635,
3N85,KEEP,605.0,428.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3N85.pdb,605.0,428.0,1.2344110012054443,1.3944660425186157,298.0
3NCB,too_small_partner_len,186.0,206.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3NCB.pdb,186.0,206.0,1.2547675371170044,1.439087152481079,
3NCC,too_small_partner_len,186.0,206.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3NCC.pdb,186.0,206.0,1.247714877128601,1.4434741735458374,
3NGB,KEEP,432.0,347.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3NGB.pdb,432.0,347.0,1.2517508268356323,1.249595046043396,298.0
3NPS,KEEP,241.0,437.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3NPS.pdb,241.0,437.0,1.2961243391036987,1.2921208143234253,298.0
3NVN,KEEP,474.0,383.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3NVN.pdb,474.0,383.0,1.2739007472991943,1.4453009366989136,303.0
3NVQ,KEEP,474.0,588.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3NVQ.pdb,474.0,588.0,1.2676429748535156,1.398853063583374,303.0
3PWP,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3Q3J,too_small_partner_len,102.0,175.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3Q3J.pdb,102.0,175.0,1.804039716720581,1.6734241247177124,
3Q8D,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3Q8D.pdb,231.0,3.0,1.5729434490203857,inf,
3QDG,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QDJ,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QFJ,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QHY,KEEP,258.0,271.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3QHY.pdb,258.0,271.0,1.3330062627792358,1.2291570901870728,298.0
3QIB,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3R9A,KEEP,774.0,289.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3R9A.pdb,774.0,289.0,1.7847903966903687,1.0381293296813965,298.0
3RF3,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3RF3.pdb,257.0,23.0,1.0932625532150269,inf,
3S9D,too_small_partner_len,127.0,180.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3S9D.pdb,127.0,180.0,1.6023393869400024,1.7318273782730103,
3SE3,too_small_partner_len,128.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,285.0,1.2953498363494873,1.3242897987365723,
3SE3,too_small_partner_len,128.0,183.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE3.pdb,128.0,183.0,1.5716923475265503,1.675276517868042,
3SE4,too_small_partner_len,143.0,285.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,285.0,1.2763348817825317,1.3594660758972168,
3SE4,too_small_partner_len,143.0,190.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE4.pdb,143.0,190.0,1.443762183189392,1.6918424367904663,
3SE8,KEEP,435.0,344.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE8.pdb,435.0,344.0,1.126139521598816,1.1885374784469604,303.0
3SE9,KEEP,433.0,344.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SE9.pdb,433.0,344.0,1.2656131982803345,1.2282544374465942,303.0
3SEK,too_small_partner_len,109.0,201.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SEK.pdb,109.0,201.0,1.1386189460754395,1.0122109651565552,
3SF4,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SF4.pdb,355.0,45.0,0.9069362282752991,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SZK,too_small_partner_len,282.0,144.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3SZK.pdb,282.0,144.0,1.6179782152175903,1.546961784362793,
3TGK,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3TGK.pdb,217.0,56.0,1.3377656936645508,inf,
3U82,KEEP,231.0,300.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3U82.pdb,231.0,300.0,1.3347634077072144,1.6460949182510376,298.0
3UIG,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3UIG.pdb,135.0,4.0,1.62982177734375,inf,
3UIH,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3UIH.pdb,136.0,4.0,1.6608024835586548,inf,
3UII,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3UII.pdb,135.0,4.0,1.5965871810913086,inf,
3VR6,KEEP,3119.0,278.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3VR6.pdb,3119.0,278.0,0.8464208245277405,0.915058970451355,298.0
3W2D,KEEP,225.0,438.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3W2D.pdb,225.0,438.0,1.8422199487686157,1.550916314125061,298.0
3WWN,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3WWN.pdb,263.0,54.0,1.22921884059906,inf,
4B0M,too_small_partner_len,131.0,347.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4B0M.pdb,131.0,347.0,1.7879180908203125,1.2759135961532593,
4BFI,too_small_partner_len,191.0,202.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4BFI.pdb,191.0,202.0,1.5999336242675781,1.6705511808395386,
4CPA,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\4CPA.pdb,307.0,37.0,1.262411117553711,inf,
4CVW,too_small_partner_len,874.0,101.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4CVW.pdb,874.0,101.0,1.177064299583435,1.2880232334136963,
4E6K,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\4E6K.pdb,314.0,57.0,1.4820506572723389,inf,
4EKD,too_small_partner_len,318.0,132.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4EKD.pdb,318.0,132.0,1.2279750108718872,1.3936036825180054,
4FTV,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4FZA,KEEP,324.0,281.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4FZA.pdb,324.0,281.0,1.3286008834838867,1.490537166595459,298.0
4G0N,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\4G0N.pdb,164.0,78.0,1.6400617361068726,2.0772132873535156,
4G2V,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\4G2V.pdb,321.0,17.0,1.0109468698501587,inf,
4GNK,KEEP,337.0,769.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4GNK.pdb,337.0,769.0,1.121566653251648,1.2791990041732788,298.0
4GU0,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\4GU0.pdb,748.0,26.0,0.886334240436554,inf,
4GXU,KEEP,1488.0,440.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4GXU.pdb,1488.0,440.0,1.2271735668182373,1.331278681755066,298.0
4HFK,too_small_partner_len,160.0,195.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4HFK.pdb,160.0,195.0,1.3216514587402344,1.2913250923156738,
4HRN,too_small_partner_len,121.0,70.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4HRN.pdb,121.0,70.0,1.3764638900756836,1.8906400203704834,
4HSA,KEEP,213.0,272.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4HSA.pdb,213.0,272.0,0.9247195720672607,1.0016531944274902,298.0
4I77,too_small_partner_len,437.0,97.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4I77.pdb,437.0,97.0,1.426385521888733,1.6319780349731445,
4J2L,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\4J2L.pdb,121.0,50.0,1.1472768783569336,inf,
4JEU,KEEP,558.0,225.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4JEU.pdb,558.0,225.0,0.9090299606323242,0.9333476424217224,298.0
4JFD,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4JFE,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4JFF,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4JGH,KEEP,363.0,368.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4JGH.pdb,363.0,368.0,1.451770544052124,1.3875666856765747,298.0
4JPK,too_small_partner_len,429.0,169.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4JPK.pdb,429.0,169.0,1.2791037559509277,1.4535048007965088,
4K71,KEEP,583.0,363.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4K71.pdb,583.0,363.0,1.0512605905532837,1.0156099796295166,298.0
4KRL,too_small_partner_len,205.0,122.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4KRL.pdb,205.0,122.0,1.4206165075302124,1.687037706375122,
4KRO,too_small_partner_len,570.0,116.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4KRO.pdb,570.0,116.0,1.3090776205062866,1.7069638967514038,
4KRP,too_small_partner_len,534.0,116.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4KRP.pdb,534.0,116.0,1.262615442276001,1.7004919052124023,
4L0P,too_small_partner_len,175.0,139.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4L0P.pdb,175.0,139.0,1.1179852485656738,1.4745464324951172,
4L3E,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4LRX,KEEP,712.0,590.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4LRX.pdb,712.0,590.0,1.1244535446166992,1.2422471046447754,293.0
4MNQ,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4MYW,KEEP,232.0,303.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4MYW.pdb,232.0,303.0,1.250881314277649,1.641007661819458,298.0
4N8V,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4NKQ,too_small_partner_len,105.0,603.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4NKQ.pdb,105.0,603.0,1.4638395309448242,1.3818074464797974,
4NM8,KEEP,1467.0,432.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4NM8.pdb,1467.0,432.0,1.5177174806594849,1.3973184823989868,303.0
4NZW,KEEP,309.0,266.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4NZW.pdb,309.0,266.0,1.378470540046692,1.5512712001800537,298.0
4O27,KEEP,325.0,281.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4O27.pdb,325.0,281.0,1.2403125762939453,1.4076883792877197,298.0
4OFY,KEEP,230.0,407.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,230.0,407.0,1.6618986129760742,1.6411914825439453,298.0
4OZG,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4P23,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4P5T,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4PWX,KEEP,593.0,328.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4PWX.pdb,593.0,328.0,1.3677140474319458,1.4012919664382935,298.0
4RA0,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4RA0.pdb,386.0,191.0,1.320877194404602,1.567488670349121,
4RS1,too_small_partner_len,105.0,267.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4RS1.pdb,105.0,267.0,1.4578709602355957,1.3319162130355835,
4U6H,too_small_partner_len,434.0,166.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4U6H.pdb,434.0,166.0,1.5677748918533325,1.62318754196167,
4UYP,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\4UYP.pdb,144.0,73.0,1.5467921495437622,2.0256845951080322,
4UYQ,too_small_partner_len,143.0,73.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4UYQ.pdb,143.0,73.0,1.5371488332748413,1.9430201053619385,
4WND,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\4WND.pdb,329.0,26.0,0.9646803736686707,inf,
4X4M,KEEP,434.0,259.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4X4M.pdb,434.0,259.0,1.5832576751708984,1.5830554962158203,298.0
4Y61,KEEP,391.0,235.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4Y61.pdb,391.0,235.0,1.3327044248580933,1.2493075132369995,298.0
4YEB,KEEP,267.0,321.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4YEB.pdb,267.0,321.0,1.4999860525131226,1.2960106134414673,298.0
4YFD,KEEP,491.0,322.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4YFD.pdb,491.0,322.0,1.092108964920044,1.1407495737075806,298.0
4YH7,KEEP,585.0,324.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4YH7.pdb,585.0,324.0,1.0508939027786255,1.0418161153793335,298.0
4ZS6,KEEP,431.0,207.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\4ZS6.pdb,431.0,207.0,1.5018528699874878,1.5511995553970337,298.0
5C6T,KEEP,217.0,566.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\5C6T.pdb,217.0,566.0,1.6574441194534302,1.8830088376998901,298.0
5CXB,KEEP,465.0,352.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\5CXB.pdb,465.0,352.0,1.0798462629318237,1.2454171180725098,298.0
5CYK,KEEP,454.0,350.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\5CYK.pdb,454.0,350.0,1.0838632583618164,1.2725759744644165,298.0
5DWU,KEEP,406.0,342.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\5DWU.pdb,406.0,342.0,1.3959413766860962,1.8304831981658936,310.0
5E6P,too_small_partner_len,504.0,75.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\5E6P.pdb,504.0,75.0,1.7261418104171753,1.4218072891235352,
5E9D,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
5F4E,KEEP,233.0,209.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\5F4E.pdb,233.0,209.0,1.4165186882019043,1.3829174041748047,293.0
5K39,too_small_partner_len,167.0,153.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\5K39.pdb,167.0,153.0,1.4335319995880127,1.652991771697998,
5M2O,too_small_partner_len,137.0,74.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\5M2O.pdb,137.0,74.0,1.6708792448043823,1.9399186372756958,
5TAR,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\5TAR.pdb,184.0,148.0,3.3068039417266846,1.5642765760421753,
5UFE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\5UFE.pdb,166.0,54.0,1.6813093423843384,inf,
5UFQ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\5UFQ.pdb,166.0,56.0,1.6960898637771606,inf,
5XCO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\5XCO.pdb,170.0,19.0,1.5843859910964966,inf,
1CSE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CSE.pdb,274.0,63.0,1.1869375705718994,inf,
1CSE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CSE.pdb,274.0,63.0,1.1869375705718994,inf,
1CSE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CSE.pdb,274.0,63.0,1.1869375705718994,inf,
1CSE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CSE.pdb,274.0,63.0,1.1869375705718994,inf,
1CSE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CSE.pdb,274.0,63.0,1.1869375705718994,inf,
1CSE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CSE.pdb,274.0,63.0,1.1869375705718994,inf,
1ACB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1ACB.pdb,241.0,63.0,1.192944049835205,inf,
1ACB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1ACB.pdb,241.0,63.0,1.192944049835205,inf,
1ACB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1ACB.pdb,241.0,63.0,1.192944049835205,inf,
1ACB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1ACB.pdb,241.0,63.0,1.192944049835205,inf,
